record_id,pack_en,pack_es,collector_number,name_en,name_es,category,set_en,set_es,source_en,source_es,marvelcdb_code,marvelcdb_alternate_codes,match_status
the-rise-of-red-skull-37-contaminant-immunity,The Rise of Red Skull,La Tiranía de Cráneo Rojo,37,Contaminant Immunity,Inmunidad a toxinas,Player,Spider-Woman,SpiderWoman,https://marvelcdb.com/set/trors,https://es.marvelcdb.com/set/trors,,,unresolved
the-rise-of-red-skull-38-inconspicuous,The Rise of Red Skull,La Tiranía de Cráneo Rojo,38,Inconspicuous,Pasar desapercibida,Player,Spider-Woman,SpiderWoman,https://marvelcdb.com/set/trors,https://es.marvelcdb.com/set/trors,,,unresolved
the-rise-of-red-skull-39-self-propelled-glide,The Rise of Red Skull,La Tiranía de Cráneo Rojo,39,Self-Propelled Glide,Planeo controlado,Player,Spider-Woman,SpiderWoman,https://marvelcdb.com/set/trors,https://es.marvelcdb.com/set/trors,,,unresolved
the-rise-of-red-skull-40-spider-girl-anya-corazon,The Rise of Red Skull,La Tiranía de Cráneo Rojo,40,Spider-Girl: Anya Corazon,Spidergirl: Anya Corazon,Player,Aggression,Agresividad,https://marvelcdb.com/set/trors,https://es.marvelcdb.com/set/trors,,,unresolved
the-rise-of-red-skull-41-combat-training,The Rise of Red Skull,La Tiranía de Cráneo Rojo,41,Combat Training,Entrenamiento de combate,Player,Aggression,Agresividad,https://marvelcdb.com/set/trors,https://es.marvelcdb.com/set/trors,,,unresolved
the-rise-of-red-skull-42-tac-team,The Rise of Red Skull,La Tiranía de Cráneo Rojo,42,Tac Team,Unidad táctica,Player,Aggression,Agresividad,https://marvelcdb.com/set/trors,https://es.marvelcdb.com/set/trors,,,unresolved
the-rise-of-red-skull-43-press-the-advantage,The Rise of Red Skull,La Tiranía de Cráneo Rojo,43,Press the Advantage,Aprovechar la ventaja,Player,Aggression,Agresividad,https://marvelcdb.com/set/trors,https://es.marvelcdb.com/set/trors,,,unresolved
the-rise-of-red-skull-44-piercing-strike,The Rise of Red Skull,La Tiranía de Cráneo Rojo,44,Piercing Strike,Golpe imparable,Player,Aggression,Agresividad,https://marvelcdb.com/set/trors,https://es.marvelcdb.com/set/trors,,,unresolved
the-rise-of-red-skull-45-spider-man-peter-parker,The Rise of Red Skull,La Tiranía de Cráneo Rojo,45,Spider-Man: Peter Parker,Spiderman: Peter Parker,Player,Justice,Justicia,https://marvelcdb.com/set/trors,https://es.marvelcdb.com/set/trors,,,unresolved
the-rise-of-red-skull-46-heroic-intuition,The Rise of Red Skull,La Tiranía de Cráneo Rojo,46,Heroic Intuition,Intuición heroica,Player,Justice,Justicia,https://marvelcdb.com/set/trors,https://es.marvelcdb.com/set/trors,,,unresolved
the-rise-of-red-skull-47-skilled-investigator,The Rise of Red Skull,La Tiranía de Cráneo Rojo,47,Skilled Investigator,Investigador sagaz,Player,Justice,Justicia,https://marvelcdb.com/set/trors,https://es.marvelcdb.com/set/trors,,,unresolved
the-rise-of-red-skull-48-interrogation-room,The Rise of Red Skull,La Tiranía de Cráneo Rojo,48,Interrogation Room,Sala de interrogatorios,Player,Justice,Justicia,https://marvelcdb.com/set/trors,https://es.marvelcdb.com/set/trors,,,unresolved
the-rise-of-red-skull-49-clear-the-area,The Rise of Red Skull,La Tiranía de Cráneo Rojo,49,Clear the Area,Despejar la zona,Player,Justice,Justicia,https://marvelcdb.com/set/trors,https://es.marvelcdb.com/set/trors,,,unresolved
the-rise-of-red-skull-50-energy,The Rise of Red Skull,La Tiranía de Cráneo Rojo,50,Energy,Energía,Player,Basic,Básica,https://marvelcdb.com/set/trors,https://es.marvelcdb.com/set/trors,,,unresolved
the-rise-of-red-skull-51-genius,The Rise of Red Skull,La Tiranía de Cráneo Rojo,51,Genius,Genio,Player,Basic,Básica,https://marvelcdb.com/set/trors,https://es.marvelcdb.com/set/trors,,,unresolved
the-rise-of-red-skull-52-strength,The Rise of Red Skull,La Tiranía de Cráneo Rojo,52,Strength,Fuerza,Player,Basic,Básica,https://marvelcdb.com/set/trors,https://es.marvelcdb.com/set/trors,,,unresolved
the-rise-of-red-skull-53-uncertain-loyalties,The Rise of Red Skull,La Tiranía de Cráneo Rojo,53,Uncertain Loyalties,Lealtad dudosa,Encounter,Spider-Woman Nemesis,Archienemigo de Spiderwoman,https://marvelcdb.com/set/trors,https://es.marvelcdb.com/set/trors,,,unresolved
the-rise-of-red-skull-54-the-viper,The Rise of Red Skull,La Tiranía de Cráneo Rojo,54,The Viper,Víbora,Encounter,Spider-Woman Nemesis,Archienemigo de Spiderwoman,https://marvelcdb.com/set/trors,https://es.marvelcdb.com/set/trors,,,unresolved
the-rise-of-red-skull-55-the-viper-s-ambition,The Rise of Red Skull,La Tiranía de Cráneo Rojo,55,The Viper's Ambition,La ambición de Víbora,Encounter,Spider-Woman Nemesis,Archienemigo de Spiderwoman,https://marvelcdb.com/set/trors,https://es.marvelcdb.com/set/trors,,,unresolved
the-rise-of-red-skull-56-hydra-regular,The Rise of Red Skull,La Tiranía de Cráneo Rojo,56,Hydra Regular,Tropa de Hydra,Encounter,Spider-Woman Nemesis,Archienemigo de Spiderwoman,https://marvelcdb.com/set/trors,https://es.marvelcdb.com/set/trors,,,unresolved
the-rise-of-red-skull-57-hail-hydra,The Rise of Red Skull,La Tiranía de Cráneo Rojo,57,Hail Hydra!,"¡Hail, Hydra!",Encounter,Spider-Woman Nemesis,Archienemigo de Spiderwoman,https://marvelcdb.com/set/trors,https://es.marvelcdb.com/set/trors,,,unresolved
the-rise-of-red-skull-58-crossbones-i,The Rise of Red Skull,La Tiranía de Cráneo Rojo,58,Crossbones (I),Calavera (I),Encounter,Crossbones,Calavera,https://marvelcdb.com/set/trors,https://es.marvelcdb.com/set/trors,,,unresolved
the-rise-of-red-skull-59-crossbones-ii,The Rise of Red Skull,La Tiranía de Cráneo Rojo,59,Crossbones (II),Calavera (II),Encounter,Crossbones,Calavera,https://marvelcdb.com/set/trors,https://es.marvelcdb.com/set/trors,,,unresolved
the-rise-of-red-skull-60-crossbones-iii,The Rise of Red Skull,La Tiranía de Cráneo Rojo,60,Crossbones (III),Calavera (III),Encounter,Crossbones,Calavera,https://marvelcdb.com/set/trors,https://es.marvelcdb.com/set/trors,,,unresolved
the-rise-of-red-skull-61-attack-on-mount-athena,The Rise of Red Skull,La Tiranía de Cráneo Rojo,61,Attack on Mount Athena,Ataque al monte Atenea,Encounter,Crossbones,Calavera,https://marvelcdb.com/set/trors,https://es.marvelcdb.com/set/trors,,,unresolved
the-rise-of-red-skull-62-the-infinity-stone,The Rise of Red Skull,La Tiranía de Cráneo Rojo,62,The Infinity Stone,La piedra del infinito,Encounter,Crossbones,Calavera,https://marvelcdb.com/set/trors,https://es.marvelcdb.com/set/trors,,,unresolved
the-rise-of-red-skull-63-the-getaway,The Rise of Red Skull,La Tiranía de Cráneo Rojo,63,The Getaway,La huida,Encounter,Crossbones,Calavera,https://marvelcdb.com/set/trors,https://es.marvelcdb.com/set/trors,,,unresolved
the-rise-of-red-skull-64-crossbones-machine-gun,The Rise of Red Skull,La Tiranía de Cráneo Rojo,64,Crossbones' Machine Gun,Ametralladora de Calavera,Encounter,Crossbones,Calavera,https://marvelcdb.com/set/trors,https://es.marvelcdb.com/set/trors,,,unresolved
the-rise-of-red-skull-65-crossbones-armor,The Rise of Red Skull,La Tiranía de Cráneo Rojo,65,Crossbones' Armor,Armadura de Calavera,Encounter,Crossbones,Calavera,https://marvelcdb.com/set/trors,https://es.marvelcdb.com/set/trors,,,unresolved
the-rise-of-red-skull-66-hydra-bomber,The Rise of Red Skull,La Tiranía de Cráneo Rojo,66,Hydra Bomber,Terrorista de Hydra,Encounter,Crossbones,Calavera,https://marvelcdb.com/set/trors,https://es.marvelcdb.com/set/trors,,,unresolved
the-rise-of-red-skull-67-full-auto,The Rise of Red Skull,La Tiranía de Cráneo Rojo,67,Full Auto,Fuego automático,Encounter,Crossbones,Calavera,https://marvelcdb.com/set/trors,https://es.marvelcdb.com/set/trors,,,unresolved
the-rise-of-red-skull-68-hard-as-nails,The Rise of Red Skull,La Tiranía de Cráneo Rojo,68,Hard as Nails,Duro de pelar,Encounter,Crossbones,Calavera,https://marvelcdb.com/set/trors,https://es.marvelcdb.com/set/trors,,,unresolved
the-rise-of-red-skull-69-raid-the-armory,The Rise of Red Skull,La Tiranía de Cráneo Rojo,69,Raid the Armory,Saquear el arsenal,Encounter,Crossbones,Calavera,https://marvelcdb.com/set/trors,https://es.marvelcdb.com/set/trors,,,unresolved
the-rise-of-red-skull-70-crossbones-assault,The Rise of Red Skull,La Tiranía de Cráneo Rojo,70,Crossbones' Assault,El ataque de Calavera,Encounter,Crossbones,Calavera,https://marvelcdb.com/set/trors,https://es.marvelcdb.com/set/trors,,,unresolved
the-rise-of-red-skull-71-cornered-staff,The Rise of Red Skull,La Tiranía de Cráneo Rojo,71,Cornered Staff,Personal acorralado,Encounter,Crossbones,Calavera,https://marvelcdb.com/set/trors,https://es.marvelcdb.com/set/trors,,,unresolved
the-rise-of-red-skull-72-laser-rifle,The Rise of Red Skull,La Tiranía de Cráneo Rojo,72,Laser Rifle,Fusil láser,Encounter,Experimental Weapons,Armas Experimentales,https://marvelcdb.com/set/trors,https://es.marvelcdb.com/set/trors,,,unresolved
the-rise-of-red-skull-73-energy-shield,The Rise of Red Skull,La Tiranía de Cráneo Rojo,73,Energy Shield,Escudo de energía,Encounter,Experimental Weapons,Armas Experimentales,https://marvelcdb.com/set/trors,https://es.marvelcdb.com/set/trors,,,unresolved
the-rise-of-red-skull-74-power-gauntlets,The Rise of Red Skull,La Tiranía de Cráneo Rojo,74,Power Gauntlets,Servopuños,Encounter,Experimental Weapons,Armas Experimentales,https://marvelcdb.com/set/trors,https://es.marvelcdb.com/set/trors,,,unresolved
the-rise-of-red-skull-75-exo-suit,The Rise of Red Skull,La Tiranía de Cráneo Rojo,75,Exo-Suit,Exoarmadura,Encounter,Experimental Weapons,Armas Experimentales,https://marvelcdb.com/set/trors,https://es.marvelcdb.com/set/trors,,,unresolved
the-rise-of-red-skull-76-absorbing-man-i,The Rise of Red Skull,La Tiranía de Cráneo Rojo,76,Absorbing Man (I),Hombre Absorbente (I),Encounter,Absorbing Man,Hombre absorbente,https://marvelcdb.com/set/trors,https://es.marvelcdb.com/set/trors,,,unresolved
the-rise-of-red-skull-77-absorbing-man-ii,The Rise of Red Skull,La Tiranía de Cráneo Rojo,77,Absorbing Man (II),Hombre Absorbente (II),Encounter,Absorbing Man,Hombre absorbente,https://marvelcdb.com/set/trors,https://es.marvelcdb.com/set/trors,,,unresolved
the-rise-of-red-skull-78-absorbing-man-iii,The Rise of Red Skull,La Tiranía de Cráneo Rojo,78,Absorbing Man (III),Hombre Absorbente (III),Encounter,Absorbing Man,Hombre absorbente,https://marvelcdb.com/set/trors,https://es.marvelcdb.com/set/trors,,,unresolved
the-rise-of-red-skull-79-none-shall-pass,The Rise of Red Skull,La Tiranía de Cráneo Rojo,79,None Shall Pass,Por aquí no pasa nadie,Encounter,Absorbing Man,Hombre absorbente,https://marvelcdb.com/set/trors,https://es.marvelcdb.com/set/trors,,,unresolved
the-rise-of-red-skull-80-dense-forest,The Rise of Red Skull,La Tiranía de Cráneo Rojo,80,Dense Forest,Bosque frondoso,Encounter,Absorbing Man,Hombre absorbente,https://marvelcdb.com/set/trors,https://es.marvelcdb.com/set/trors,,,unresolved
the-rise-of-red-skull-81-snowy-hillside,The Rise of Red Skull,La Tiranía de Cráneo Rojo,81,Snowy Hillside,Colina nevada,Encounter,Absorbing Man,Hombre absorbente,https://marvelcdb.com/set/trors,https://es.marvelcdb.com/set/trors,,,unresolved
the-rise-of-red-skull-82-rocky-outcrop,The Rise of Red Skull,La Tiranía de Cráneo Rojo,82,Rocky Outcrop,Promontorio rocoso,Encounter,Absorbing Man,Hombre absorbente,https://marvelcdb.com/set/trors,https://es.marvelcdb.com/set/trors,,,unresolved
the-rise-of-red-skull-83-abandoned-facility,The Rise of Red Skull,La Tiranía de Cráneo Rojo,83,Abandoned Facility,Complejo abandonado,Encounter,Absorbing Man,Hombre absorbente,https://marvelcdb.com/set/trors,https://es.marvelcdb.com/set/trors,,,unresolved
the-rise-of-red-skull-84-ball-and-chain,The Rise of Red Skull,La Tiranía de Cráneo Rojo,84,Ball and Chain,Bola y cadena,Encounter,Absorbing Man,Hombre absorbente,https://marvelcdb.com/set/trors,https://es.marvelcdb.com/set/trors,,,unresolved
the-rise-of-red-skull-85-stall-tactics,The Rise of Red Skull,La Tiranía de Cráneo Rojo,85,Stall Tactics,Tácticas dilatorias,Encounter,Absorbing Man,Hombre absorbente,https://marvelcdb.com/set/trors,https://es.marvelcdb.com/set/trors,,,unresolved
the-rise-of-red-skull-86-swinging-stone,The Rise of Red Skull,La Tiranía de Cráneo Rojo,86,Swinging Stone,Barrido pétreo,Encounter,Absorbing Man,Hombre absorbente,https://marvelcdb.com/set/trors,https://es.marvelcdb.com/set/trors,,,unresolved
the-rise-of-red-skull-87-steel-kick,The Rise of Red Skull,La Tiranía de Cráneo Rojo,87,Steel Kick,Patada de acero,Encounter,Absorbing Man,Hombre absorbente,https://marvelcdb.com/set/trors,https://es.marvelcdb.com/set/trors,,,unresolved
the-rise-of-red-skull-88-piercing-thorns,The Rise of Red Skull,La Tiranía de Cráneo Rojo,88,Piercing Thorns,Espinas perforantes,Encounter,Absorbing Man,Hombre absorbente,https://marvelcdb.com/set/trors,https://es.marvelcdb.com/set/trors,,,unresolved
the-rise-of-red-skull-89-omni-morph-duplication,The Rise of Red Skull,La Tiranía de Cráneo Rojo,89,Omni-Morph Duplication,Duplicación omnimórfica,Encounter,Absorbing Man,Hombre absorbente,https://marvelcdb.com/set/trors,https://es.marvelcdb.com/set/trors,,,unresolved
the-rise-of-red-skull-90-icy-grip,The Rise of Red Skull,La Tiranía de Cráneo Rojo,90,Icy Grip,Presa gélida,Encounter,Absorbing Man,Hombre absorbente,https://marvelcdb.com/set/trors,https://es.marvelcdb.com/set/trors,,,unresolved
the-rise-of-red-skull-91-avalanche,The Rise of Red Skull,La Tiranía de Cráneo Rojo,91,Avalanche!,¡Avalancha!,Encounter,Absorbing Man,Hombre absorbente,https://marvelcdb.com/set/trors,https://es.marvelcdb.com/set/trors,,,unresolved
the-rise-of-red-skull-92-super-absorbing-power,The Rise of Red Skull,La Tiranía de Cráneo Rojo,92,Super Absorbing Power,Poder de absorción superior,Encounter,Absorbing Man,Hombre absorbente,https://marvelcdb.com/set/trors,https://es.marvelcdb.com/set/trors,,,unresolved
the-rise-of-red-skull-93-taskmaster-i,The Rise of Red Skull,La Tiranía de Cráneo Rojo,93,Taskmaster (I),Supervisor (I),Encounter,Taskmaster,Supervisor,https://marvelcdb.com/set/trors,https://es.marvelcdb.com/set/trors,,,unresolved
the-rise-of-red-skull-94-taskmaster-ii,The Rise of Red Skull,La Tiranía de Cráneo Rojo,94,Taskmaster (II),Supervisor (II),Encounter,Taskmaster,Supervisor,https://marvelcdb.com/set/trors,https://es.marvelcdb.com/set/trors,,,unresolved
the-rise-of-red-skull-95-taskmaster-iii,The Rise of Red Skull,La Tiranía de Cráneo Rojo,95,Taskmaster (III),Supervisor (III),Encounter,Taskmaster,Supervisor,https://marvelcdb.com/set/trors,https://es.marvelcdb.com/set/trors,,,unresolved
the-rise-of-red-skull-96-hunting-down-heroes,The Rise of Red Skull,La Tiranía de Cráneo Rojo,96,Hunting Down Heroes,A la caza del héroe,Encounter,Taskmaster,Supervisor,https://marvelcdb.com/set/trors,https://es.marvelcdb.com/set/trors,,,unresolved
the-rise-of-red-skull-97-moon-knight-marc-spector,The Rise of Red Skull,La Tiranía de Cráneo Rojo,97,Moon Knight: Marc Spector,Caballero Luna: Marc Spector,Encounter,Taskmaster,Supervisor,https://marvelcdb.com/set/trors,https://es.marvelcdb.com/set/trors,,,unresolved
the-rise-of-red-skull-98-shang-chi,The Rise of Red Skull,La Tiranía de Cráneo Rojo,98,Shang-Chi,Shang-Chi,Encounter,Taskmaster,Supervisor,https://marvelcdb.com/set/trors,https://es.marvelcdb.com/set/trors,,,unresolved
the-rise-of-red-skull-99-white-tiger-angela-del-toro,The Rise of Red Skull,La Tiranía de Cráneo Rojo,99,White Tiger: Angela Del Toro,Tigre Blanco: Angela Del Toro,Encounter,Taskmaster,Supervisor,https://marvelcdb.com/set/trors,https://es.marvelcdb.com/set/trors,,,unresolved
the-rise-of-red-skull-100-elektra,The Rise of Red Skull,La Tiranía de Cráneo Rojo,100,Elektra,Elektra,Encounter,Taskmaster,Supervisor,https://marvelcdb.com/set/trors,https://es.marvelcdb.com/set/trors,,,unresolved
the-rise-of-red-skull-101-hydra-hunter,The Rise of Red Skull,La Tiranía de Cráneo Rojo,101,Hydra Hunter,Cazador de Hydra,Encounter,Taskmaster,Supervisor,https://marvelcdb.com/set/trors,https://es.marvelcdb.com/set/trors,,,unresolved
the-rise-of-red-skull-102-taskmaster-s-sword,The Rise of Red Skull,La Tiranía de Cráneo Rojo,102,Taskmaster's Sword,Espada del Supervisor,Encounter,Taskmaster,Supervisor,https://marvelcdb.com/set/trors,https://es.marvelcdb.com/set/trors,,,unresolved
the-rise-of-red-skull-103-taskmaster-s-shield,The Rise of Red Skull,La Tiranía de Cráneo Rojo,103,Taskmaster's Shield,Escudo del Supervisor,Encounter,Taskmaster,Supervisor,https://marvelcdb.com/set/trors,https://es.marvelcdb.com/set/trors,,,unresolved
the-rise-of-red-skull-104-photographic-reflexes,The Rise of Red Skull,La Tiranía de Cráneo Rojo,104,Photographic Reflexes,Reflejos fotográficos,Encounter,Taskmaster,Supervisor,https://marvelcdb.com/set/trors,https://es.marvelcdb.com/set/trors,,,unresolved
the-rise-of-red-skull-105-mimicry,The Rise of Red Skull,La Tiranía de Cráneo Rojo,105,Mimicry,Imitación,Encounter,Taskmaster,Supervisor,https://marvelcdb.com/set/trors,https://es.marvelcdb.com/set/trors,,,unresolved
the-rise-of-red-skull-106-hunted-by-hydra,The Rise of Red Skull,La Tiranía de Cráneo Rojo,106,Hunted by Hydra,Perseguidos por Hydra,Encounter,Taskmaster,Supervisor,https://marvelcdb.com/set/trors,https://es.marvelcdb.com/set/trors,,,unresolved
the-rise-of-red-skull-107-captured-by-hydra,The Rise of Red Skull,La Tiranía de Cráneo Rojo,107,Captured by Hydra,Capturado por Hydra,Encounter,Taskmaster,Supervisor,https://marvelcdb.com/set/trors,https://es.marvelcdb.com/set/trors,,,unresolved
the-rise-of-red-skull-108-taskmaster-s-training-camp,The Rise of Red Skull,La Tiranía de Cráneo Rojo,108,Taskmaster's Training Camp,Campamento de instrucción del Supervisor,Encounter,Taskmaster,Supervisor,https://marvelcdb.com/set/trors,https://es.marvelcdb.com/set/trors,,,unresolved
the-rise-of-red-skull-109-zola-i,The Rise of Red Skull,La Tiranía de Cráneo Rojo,109,Zola (I),Zola (I),Encounter,Zola,Zola,https://marvelcdb.com/set/trors,https://es.marvelcdb.com/set/trors,,,unresolved
the-rise-of-red-skull-110-zola-ii,The Rise of Red Skull,La Tiranía de Cráneo Rojo,110,Zola (II),Zola (II),Encounter,Zola,Zola,https://marvelcdb.com/set/trors,https://es.marvelcdb.com/set/trors,,,unresolved
the-rise-of-red-skull-111-zola-iii,The Rise of Red Skull,La Tiranía de Cráneo Rojo,111,Zola (III),Zola (III),Encounter,Zola,Zola,https://marvelcdb.com/set/trors,https://es.marvelcdb.com/set/trors,,,unresolved
the-rise-of-red-skull-112-the-island-of-dr-zola,The Rise of Red Skull,La Tiranía de Cráneo Rojo,112,The Island of Dr. Zola,La isla del doctor Zola,Encounter,Zola,Zola,https://marvelcdb.com/set/trors,https://es.marvelcdb.com/set/trors,,,unresolved
the-rise-of-red-skull-113-the-mad-doctor,The Rise of Red Skull,La Tiranía de Cráneo Rojo,113,The Mad Doctor,El científico loco,Encounter,Zola,Zola,https://marvelcdb.com/set/trors,https://es.marvelcdb.com/set/trors,,,unresolved
the-rise-of-red-skull-114-ultimate-bio-servant,The Rise of Red Skull,La Tiranía de Cráneo Rojo,114,Ultimate Bio-Servant,Biosiervo definitivo,Encounter,Zola,Zola,https://marvelcdb.com/set/trors,https://es.marvelcdb.com/set/trors,,,unresolved
the-rise-of-red-skull-115-zola-s-mutate,The Rise of Red Skull,La Tiranía de Cráneo Rojo,115,Zola's Mutate,Mutado de Zola,Encounter,Zola,Zola,https://marvelcdb.com/set/trors,https://es.marvelcdb.com/set/trors,,,unresolved
the-rise-of-red-skull-116-berserk-mutate,The Rise of Red Skull,La Tiranía de Cráneo Rojo,116,Berserk Mutate,Mutado rabioso,Encounter,Zola,Zola,https://marvelcdb.com/set/trors,https://es.marvelcdb.com/set/trors,,,unresolved
the-rise-of-red-skull-117-defensive-programming,The Rise of Red Skull,La Tiranía de Cráneo Rojo,117,Defensive Programming,Programación defensiva,Encounter,Zola,Zola,https://marvelcdb.com/set/trors,https://es.marvelcdb.com/set/trors,,,unresolved
the-rise-of-red-skull-118-pain-inhibitors,The Rise of Red Skull,La Tiranía de Cráneo Rojo,118,Pain Inhibitors,Inhibidores del dolor,Encounter,Zola,Zola,https://marvelcdb.com/set/trors,https://es.marvelcdb.com/set/trors,,,unresolved
the-rise-of-red-skull-119-neurological-implants,The Rise of Red Skull,La Tiranía de Cráneo Rojo,119,Neurological Implants,Implantes neurológicos,Encounter,Zola,Zola,https://marvelcdb.com/set/trors,https://es.marvelcdb.com/set/trors,,,unresolved
the-rise-of-red-skull-120-mind-ray,The Rise of Red Skull,La Tiranía de Cráneo Rojo,120,Mind Ray,Rayo mental,Encounter,Zola,Zola,https://marvelcdb.com/set/trors,https://es.marvelcdb.com/set/trors,,,unresolved
the-rise-of-red-skull-121-technological-enhancements,The Rise of Red Skull,La Tiranía de Cráneo Rojo,121,Technological Enhancements,Mejoras tecnológicas,Encounter,Zola,Zola,https://marvelcdb.com/set/trors,https://es.marvelcdb.com/set/trors,,,unresolved
the-rise-of-red-skull-122-hydra-prison,The Rise of Red Skull,La Tiranía de Cráneo Rojo,122,Hydra Prison,Prisión de Hydra,Encounter,Zola,Zola,https://marvelcdb.com/set/trors,https://es.marvelcdb.com/set/trors,,,unresolved
the-rise-of-red-skull-123-test-subjects,The Rise of Red Skull,La Tiranía de Cráneo Rojo,123,Test Subjects,Sujetos de prueba,Encounter,Zola,Zola,https://marvelcdb.com/set/trors,https://es.marvelcdb.com/set/trors,,,unresolved
the-rise-of-red-skull-124-zola-s-experiments,The Rise of Red Skull,La Tiranía de Cráneo Rojo,124,Zola's Experiments,Los experimentos de Zola,Encounter,Zola,Zola,https://marvelcdb.com/set/trors,https://es.marvelcdb.com/set/trors,,,unresolved
the-rise-of-red-skull-125-red-skull-i,The Rise of Red Skull,La Tiranía de Cráneo Rojo,125,Red Skull (I),Cráneo Rojo (I),Encounter,Red Skull,Cráneo Rojo,https://marvelcdb.com/set/trors,https://es.marvelcdb.com/set/trors,,,unresolved
the-rise-of-red-skull-126-red-skull-ii,The Rise of Red Skull,La Tiranía de Cráneo Rojo,126,Red Skull (II),Cráneo Rojo (II),Encounter,Red Skull,Cráneo Rojo,https://marvelcdb.com/set/trors,https://es.marvelcdb.com/set/trors,,,unresolved
the-rise-of-red-skull-127-red-skull-iii,The Rise of Red Skull,La Tiranía de Cráneo Rojo,127,Red Skull (III),Cráneo Rojo (III),Encounter,Red Skull,Cráneo Rojo,https://marvelcdb.com/set/trors,https://es.marvelcdb.com/set/trors,,,unresolved
the-rise-of-red-skull-128-the-rise-of-red-skull,The Rise of Red Skull,La Tiranía de Cráneo Rojo,128,The Rise of Red Skull,La tiranía de Cráneo Rojo,Encounter,Red Skull,Cráneo Rojo,https://marvelcdb.com/set/trors,https://es.marvelcdb.com/set/trors,,,unresolved
the-rise-of-red-skull-129-new-world-hydra,The Rise of Red Skull,La Tiranía de Cráneo Rojo,129,New World Hydra,El nuevo mundo de Hydra,Encounter,Red Skull,Cráneo Rojo,https://marvelcdb.com/set/trors,https://es.marvelcdb.com/set/trors,,,unresolved
the-rise-of-red-skull-130-the-sleeper,The Rise of Red Skull,La Tiranía de Cráneo Rojo,130,The Sleeper,El Durmiente,Encounter,Red Skull,Cráneo Rojo,https://marvelcdb.com/set/trors,https://es.marvelcdb.com/set/trors,,,unresolved
the-rise-of-red-skull-131-hydra-exo-soldier,The Rise of Red Skull,La Tiranía de Cráneo Rojo,131,Hydra Exo-Soldier,Soldado de Hydra con exoarmadura,Encounter,Red Skull,Cráneo Rojo,https://marvelcdb.com/set/trors,https://es.marvelcdb.com/set/trors,,,unresolved
the-rise-of-red-skull-132-red-skull-s-luger,The Rise of Red Skull,La Tiranía de Cráneo Rojo,132,Red Skull's Luger,Luger de Cráneo Rojo,Encounter,Red Skull,Cráneo Rojo,https://marvelcdb.com/set/trors,https://es.marvelcdb.com/set/trors,,,unresolved
the-rise-of-red-skull-133-red-skull-s-right-hook,The Rise of Red Skull,La Tiranía de Cráneo Rojo,133,Red Skull's Right Hook,Derechazo de Cráneo Rojo,Encounter,Red Skull,Cráneo Rojo,https://marvelcdb.com/set/trors,https://es.marvelcdb.com/set/trors,,,unresolved
the-rise-of-red-skull-134-master-strategist,The Rise of Red Skull,La Tiranía de Cráneo Rojo,134,Master Strategist,Estratega consumado,Encounter,Red Skull,Cráneo Rojo,https://marvelcdb.com/set/trors,https://es.marvelcdb.com/set/trors,,,unresolved
the-rise-of-red-skull-135-twisted-reality,The Rise of Red Skull,La Tiranía de Cráneo Rojo,135,Twisted Reality,Realidad distorsionada,Encounter,Red Skull,Cráneo Rojo,https://marvelcdb.com/set/trors,https://es.marvelcdb.com/set/trors,,,unresolved
the-rise-of-red-skull-136-bitter-rival,The Rise of Red Skull,La Tiranía de Cráneo Rojo,136,Bitter Rival,Enemigo acérrimo,Encounter,Red Skull,Cráneo Rojo,https://marvelcdb.com/set/trors,https://es.marvelcdb.com/set/trors,,,unresolved
the-rise-of-red-skull-137-spreading-lies,The Rise of Red Skull,La Tiranía de Cráneo Rojo,137,Spreading Lies,Difundir mentiras,Encounter,Red Skull,Cráneo Rojo,https://marvelcdb.com/set/trors,https://es.marvelcdb.com/set/trors,,,unresolved
the-rise-of-red-skull-138-infinite-power,The Rise of Red Skull,La Tiranía de Cráneo Rojo,138,Infinite Power,Poder infinito,Encounter,Red Skull,Cráneo Rojo,https://marvelcdb.com/set/trors,https://es.marvelcdb.com/set/trors,,,unresolved
the-rise-of-red-skull-139-the-red-house,The Rise of Red Skull,La Tiranía de Cráneo Rojo,139,The Red House,La Casa Roja,Encounter,Red Skull,Cráneo Rojo,https://marvelcdb.com/set/trors,https://es.marvelcdb.com/set/trors,,,unresolved
the-rise-of-red-skull-140-the-sleeper-awakened,The Rise of Red Skull,La Tiranía de Cráneo Rojo,140,The Sleeper Awakened,El Durmiente ha despertado,Encounter,Red Skull,Cráneo Rojo,https://marvelcdb.com/set/trors,https://es.marvelcdb.com/set/trors,,,unresolved
the-rise-of-red-skull-141-prison-camps,The Rise of Red Skull,La Tiranía de Cráneo Rojo,141,Prison Camps,Campos de concentración,Encounter,Red Skull,Cráneo Rojo,https://marvelcdb.com/set/trors,https://es.marvelcdb.com/set/trors,,,unresolved
the-rise-of-red-skull-142-censor-the-past,The Rise of Red Skull,La Tiranía de Cráneo Rojo,142,Censor the Past,Censurar el pasado,Encounter,Red Skull,Cráneo Rojo,https://marvelcdb.com/set/trors,https://es.marvelcdb.com/set/trors,,,unresolved
the-rise-of-red-skull-143-hydra-reinforcements,The Rise of Red Skull,La Tiranía de Cráneo Rojo,143,Hydra Reinforcements,Refuerzos de Hydra,Encounter,Red Skull,Cráneo Rojo,https://marvelcdb.com/set/trors,https://es.marvelcdb.com/set/trors,,,unresolved
